#mu,eb,a_crit
0.300,0.65,0.126
0.330,0.25,0.310
0.290,0.44,0.225
0.250,0.65,0.128
0.340,0.49,0.190
0.450,0.65,0.114
0.440,0.44,0.204
0.260,0.79,0.074
0.400,0.69,0.102
0.050,0.06,0.554
0.420,0.10,0.348
0.010,0.01,0.665
0.430,0.29,0.271
0.390,0.52,0.171
0.320,0.03,0.441
0.020,0.37,0.376
0.350,0.68,0.109
0.280,0.22,0.333
0.370,0.07,0.394
0.330,0.26,0.304
0.290,0.45,0.215
0.340,0.50,0.190
0.380,0.30,0.275
0.300,0.66,0.122
0.450,0.66,0.110
0.440,0.45,0.196
0.250,0.66,0.124
0.400,0.70,0.100
0.260,0.80,0.069
0.430,0.30,0.271
0.470,0.04,0.389
0.420,0.11,0.347
0.390,0.53,0.168
0.340,0.51,0.179
0.320,0.04,0.438
0.280,0.23,0.325
0.330,0.27,0.300
0.290,0.46,0.210
0.370,0.08,0.394
0.350,0.69,0.106
0.440,0.46,0.190
0.380,0.31,0.265
0.450,0.67,0.106
0.430,0.31,0.257
0.470,0.05,0.380
0.300,0.67,0.116
0.390,0.54,0.164
0.270,0.00,0.469
0.020,0.38,0.373
0.400,0.71,0.095
0.250,0.67,0.120
0.340,0.52,0.178
0.420,0.12,0.345
0.330,0.28,0.298
0.320,0.05,0.420
0.010,0.02,0.654
0.280,0.24,0.323
0.440,0.47,0.188
0.290,0.47,0.208
0.380,0.32,0.265
0.370,0.09,0.394
0.430,0.32,0.256
0.350,0.70,0.103
0.450,0.68,0.104
0.470,0.06,0.372
0.390,0.55,0.162
0.300,0.68,0.113
0.340,0.53,0.176
0.400,0.72,0.091
0.270,0.01,0.467
0.330,0.29,0.286
0.420,0.13,0.344
0.020,0.39,0.370
0.250,0.68,0.116
0.440,0.48,0.181
0.280,0.25,0.322
0.380,0.33,0.260
0.290,0.48,0.206
0.320,0.06,0.417
0.430,0.33,0.253
0.340,0.54,0.168
0.370,0.10,0.374
0.390,0.56,0.154
0.450,0.69,0.098
0.350,0.71,0.098
0.470,0.07,0.363
0.300,0.69,0.108
0.010,0.03,0.647
0.400,0.73,0.088
0.420,0.14,0.343
0.270,0.02,0.460
0.440,0.49,0.178
0.330,0.30,0.285
0.370,0.11,0.360
0.290,0.49,0.195
0.020,0.40,0.365
0.390,0.57,0.152
0.380,0.34,0.261
0.250,0.69,0.113
0.340,0.55,0.164
0.430,0.34,0.254
0.320,0.07,0.410
0.280,0.26,0.320
0.350,0.72,0.095
0.450,0.70,0.095
0.300,0.70,0.103
0.420,0.15,0.341
0.440,0.50,0.176
0.470,0.08,0.361
0.400,0.74,0.084
0.290,0.50,0.194
0.370,0.12,0.358
0.330,0.31,0.275
0.270,0.03,0.458
0.340,0.56,0.161
0.380,0.35,0.252
0.390,0.58,0.146
0.430,0.35,0.244
0.250,0.70,0.106
0.320,0.08,0.405
0.020,0.41,0.361
0.450,0.71,0.091
0.300,0.71,0.101
0.010,0.04,0.646
0.420,0.16,0.335
0.280,0.27,0.318
0.440,0.51,0.172
0.350,0.73,0.091
0.400,0.75,0.080
0.470,0.09,0.346
0.370,0.13,0.357
0.290,0.51,0.193
0.340,0.57,0.157
0.330,0.32,0.275
0.390,0.59,0.144
0.270,0.04,0.455
0.380,0.36,0.247
0.430,0.36,0.237
0.280,0.28,0.309
0.250,0.71,0.105
0.320,0.09,0.397
0.450,0.72,0.087
0.420,0.17,0.326
0.300,0.72,0.098
0.440,0.52,0.165
0.400,0.76,0.076
0.020,0.42,0.331
0.340,0.58,0.151
0.390,0.60,0.138
0.470,0.10,0.335
0.350,0.74,0.085
0.290,0.52,0.184
0.370,0.14,0.356
0.330,0.33,0.269
0.380,0.37,0.243
0.430,0.37,0.229
0.270,0.05,0.450
0.280,0.29,0.304
0.010,0.05,0.645
0.400,0.77,0.072
0.420,0.18,0.329
0.440,0.53,0.163
0.320,0.10,0.395
0.390,0.61,0.136
0.250,0.72,0.100
0.450,0.73,0.085
0.340,0.59,0.146
0.300,0.73,0.094
0.470,0.11,0.334
0.290,0.53,0.181
0.370,0.15,0.354
0.430,0.38,0.229
0.330,0.34,0.267
0.380,0.38,0.237
0.020,0.43,0.328
0.350,0.75,0.083
0.270,0.06,0.428
0.400,0.78,0.069
0.280,0.30,0.298
0.420,0.19,0.331
0.390,0.62,0.130
0.440,0.54,0.158
0.380,0.39,0.234
0.340,0.60,0.143
0.320,0.11,0.374
0.450,0.74,0.080
0.330,0.35,0.260
0.300,0.74,0.091
0.250,0.73,0.096
0.370,0.16,0.353
0.290,0.54,0.173
0.430,0.39,0.227
0.010,0.06,0.628
0.470,0.12,0.333
0.480,0.26,0.278
0.400,0.79,0.065
0.350,0.76,0.080
0.280,0.31,0.285
0.420,0.20,0.318
0.270,0.07,0.427
0.380,0.40,0.227
0.340,0.61,0.137
0.440,0.55,0.156
0.390,0.63,0.129
0.320,0.12,0.372
0.450,0.75,0.076
0.290,0.55,0.171
0.330,0.36,0.250
0.370,0.17,0.341
0.430,0.40,0.222
0.300,0.75,0.085
0.480,0.27,0.269
0.470,0.13,0.330
0.250,0.74,0.092
0.400,0.80,0.062
0.350,0.77,0.077
0.380,0.41,0.230
0.270,0.08,0.415
0.420,0.21,0.309
0.280,0.32,0.284
0.440,0.56,0.149
0.290,0.56,0.163
0.340,0.62,0.135
0.320,0.13,0.370
0.390,0.64,0.128
0.330,0.37,0.244
0.430,0.41,0.214
0.450,0.76,0.073
0.480,0.28,0.273
0.470,0.14,0.330
0.300,0.76,0.082
0.010,0.07,0.628
0.370,0.18,0.338
0.380,0.42,0.215
0.410,0.00,0.418
0.250,0.75,0.088
0.350,0.78,0.070
0.290,0.57,0.162
0.420,0.22,0.309
0.270,0.09,0.411
0.440,0.57,0.146
0.280,0.33,0.280
0.330,0.38,0.244
0.430,0.42,0.210
0.340,0.63,0.134
0.320,0.14,0.369
0.480,0.29,0.266
0.470,0.15,0.325
0.450,0.77,0.069
0.390,0.65,0.128
0.380,0.43,0.211
0.300,0.77,0.078
0.420,0.23,0.303
0.370,0.19,0.328
0.290,0.58,0.155
0.410,0.01,0.417
0.350,0.79,0.068
0.440,0.58,0.141
0.430,0.43,0.208
0.270,0.10,0.403
0.250,0.76,0.084
0.280,0.34,0.275
0.010,0.08,0.628
0.340,0.64,0.134
0.470,0.16,0.324
0.290,0.59,0.153
0.480,0.30,0.249
0.330,0.39,0.240
0.320,0.15,0.367
0.450,0.78,0.067
0.380,0.44,0.211
0.420,0.24,0.291
0.390,0.66,0.114
0.300,0.78,0.073
0.440,0.59,0.140
0.370,0.20,0.339
0.430,0.44,0.201
0.410,0.02,0.413
0.350,0.80,0.064
0.280,0.35,0.270
0.270,0.11,0.389
0.320,0.16,0.365
0.250,0.77,0.083
0.470,0.17,0.324
0.290,0.60,0.147
0.330,0.40,0.235
0.480,0.31,0.248
0.340,0.65,0.122
0.450,0.79,0.062
0.440,0.60,0.134
0.420,0.25,0.289
0.380,0.45,0.204
0.280,0.36,0.264
0.430,0.45,0.197
0.390,0.67,0.110
0.370,0.21,0.326
0.410,0.03,0.412
0.010,0.09,0.613
0.360,0.00,0.435
0.440,0.61,0.130
0.470,0.18,0.321
0.270,0.12,0.386
0.320,0.17,0.363
0.290,0.61,0.143
0.480,0.32,0.245
0.330,0.41,0.229
0.300,0.79,0.072
0.340,0.66,0.120
0.250,0.78,0.078
0.420,0.26,0.288
0.450,0.80,0.059
0.380,0.46,0.199
0.430,0.46,0.193
0.390,0.68,0.107
0.370,0.22,0.315
0.280,0.37,0.263
0.410,0.04,0.399
0.470,0.19,0.311
0.360,0.01,0.433
0.440,0.62,0.127
0.480,0.33,0.243
0.330,0.42,0.223
0.270,0.13,0.383
0.320,0.18,0.351
0.380,0.47,0.197
0.300,0.80,0.067
0.460,0.00,0.402
0.390,0.69,0.105
0.420,0.27,0.282
0.250,0.79,0.074
0.430,0.47,0.188
0.290,0.62,0.140
0.280,0.38,0.254
0.340,0.67,0.116
0.370,0.23,0.306
0.470,0.20,0.307
0.010,0.10,0.593
0.480,0.34,0.243
0.360,0.02,0.431
0.330,0.43,0.222
0.440,0.63,0.124
0.410,0.05,0.391
0.380,0.48,0.189
0.320,0.19,0.344
0.270,0.14,0.382
0.430,0.48,0.184
0.460,0.01,0.400
0.310,0.00,0.452
0.470,0.21,0.304
0.390,0.70,0.099
0.420,0.28,0.276
0.250,0.80,0.070
0.280,0.39,0.244
0.370,0.24,0.300
0.290,0.63,0.140
0.340,0.68,0.109
0.480,0.35,0.235
0.330,0.44,0.220
0.360,0.03,0.428
0.410,0.06,0.395
0.440,0.64,0.124
0.380,0.49,0.186
0.430,0.49,0.179
0.320,0.20,0.342
0.460,0.02,0.394
0.420,0.29,0.275
0.470,0.22,0.294
0.010,0.11,0.592
0.310,0.01,0.451
0.390,0.71,0.095
0.280,0.40,0.241
0.370,0.25,0.304
0.270,0.15,0.381
0.260,0.00,0.472
0.340,0.69,0.107
0.480,0.36,0.226
0.330,0.45,0.207
0.380,0.50,0.185
0.290,0.64,0.139
0.360,0.04,0.413
0.410,0.07,0.378
0.430,0.50,0.174
0.470,0.23,0.284
0.440,0.65,0.123
0.420,0.30,0.264
0.460,0.03,0.392
0.320,0.21,0.333
0.370,0.26,0.297
0.330,0.46,0.206
0.310,0.02,0.449
0.280,0.41,0.242
0.390,0.72,0.093
0.340,0.70,0.103
0.380,0.51,0.176
0.270,0.16,0.378
0.480,0.37,0.221
0.410,0.08,0.378
0.430,0.51,0.171
0.010,0.12,0.591
0.460,0.04,0.387
0.470,0.24,0.283
0.260,0.01,0.470
0.420,0.31,0.259
0.440,0.66,0.112
0.290,0.65,0.138
0.370,0.27,0.292
0.330,0.47,0.204
0.360,0.05,0.402
0.280,0.42,0.229
0.320,0.22,0.335
0.380,0.52,0.173
0.430,0.52,0.168
0.390,0.73,0.088
0.340,0.71,0.098
0.310,0.03,0.444
0.480,0.38,0.221
0.410,0.09,0.369
0.270,0.17,0.376
0.460,0.05,0.377
0.470,0.25,0.281
0.370,0.28,0.288
0.420,0.32,0.258
0.260,0.02,0.468
0.440,0.67,0.106
0.290,0.66,0.122
0.330,0.48,0.192
0.380,0.53,0.167
0.360,0.06,0.408
0.280,0.43,0.229
0.320,0.23,0.317
0.430,0.53,0.164
0.010,0.13,0.575
0.390,0.74,0.084
0.480,0.39,0.218
0.470,0.26,0.275
0.460,0.06,0.381
0.310,0.04,0.441
0.340,0.72,0.094
0.410,0.10,0.351
0.270,0.18,0.374
0.420,0.33,0.257
0.370,0.29,0.279
0.380,0.54,0.166
0.330,0.49,0.192
0.260,0.03,0.461
0.440,0.68,0.103
0.290,0.67,0.119
0.280,0.44,0.226
0.430,0.54,0.160
0.360,0.07,0.398
0.320,0.24,0.315
0.470,0.27,0.274
0.480,0.40,0.212
0.390,0.75,0.081
0.410,0.11,0.350
0.460,0.07,0.367
0.420,0.34,0.251
0.340,0.73,0.090
0.380,0.55,0.162
0.310,0.05,0.438
0.270,0.19,0.368
0.370,0.30,0.279
0.010,0.14,0.572
0.440,0.69,0.099
0.330,0.50,0.191
0.280,0.45,0.214
0.430,0.55,0.154
0.260,0.04,0.459
0.290,0.68,0.114
0.470,0.28,0.270
0.360,0.08,0.397
0.480,0.41,0.207
0.320,0.25,0.313
0.390,0.76,0.076
0.420,0.35,0.248
0.460,0.08,0.369
0.410,0.12,0.348
0.380,0.56,0.155
0.340,0.74,0.089
0.370,0.31,0.267
0.270,0.20,0.355
0.280,0.46,0.210
0.310,0.06,0.413
0.430,0.56,0.150
0.330,0.51,0.184
0.390,0.77,0.073
0.480,0.42,0.203
0.380,0.57,0.151
0.470,0.29,0.268
0.260,0.05,0.454
0.440,0.70,0.095
0.360,0.09,0.387
0.290,0.69,0.111
0.320,0.26,0.310
0.420,0.36,0.241
0.340,0.75,0.083
0.410,0.13,0.346
0.460,0.09,0.361
0.010,0.15,0.564
0.270,0.21,0.348
0.370,0.32,0.265
0.430,0.57,0.146
0.280,0.47,0.211
0.330,0.52,0.179
0.480,0.43,0.201
0.310,0.07,0.415
0.390,0.78,0.070
0.380,0.58,0.149
0.470,0.30,0.258
0.420,0.37,0.235
0.320,0.27,0.304
0.440,0.71,0.092
0.360,0.10,0.369
0.260,0.06,0.449
0.410,0.14,0.346
0.340,0.76,0.080
0.430,0.58,0.141
0.460,0.10,0.338
0.370,0.33,0.265
0.290,0.70,0.105
0.280,0.48,0.205
0.480,0.44,0.196
0.270,0.22,0.342
0.330,0.53,0.176
0.380,0.59,0.144
0.470,0.31,0.250
0.420,0.38,0.229
0.310,0.08,0.397
0.390,0.79,0.066
0.010,0.16,0.559
0.320,0.28,0.298
0.430,0.59,0.139
0.440,0.72,0.090
0.410,0.15,0.344
0.360,0.11,0.363
0.460,0.11,0.337
0.340,0.77,0.077
0.280,0.49,0.197
0.370,0.34,0.260
0.480,0.45,0.188
0.260,0.07,0.423
0.330,0.54,0.169
0.380,0.60,0.140
0.470,0.32,0.248
0.290,0.71,0.103
0.270,0.23,0.329
0.390,0.80,0.063
0.420,0.39,0.229
0.320,0.29,0.292
0.310,0.09,0.407
0.430,0.60,0.135
0.410,0.16,0.335
0.460,0.12,0.336
0.440,0.73,0.085
0.480,0.46,0.185
0.370,0.35,0.253
0.010,0.17,0.551
0.360,0.12,0.360
0.470,0.33,0.245
0.280,0.50,0.196
0.330,0.55,0.168
0.380,0.61,0.134
0.340,0.78,0.072
0.260,0.08,0.423
0.420,0.40,0.223
0.400,0.00,0.422
0.290,0.72,0.098
0.430,0.61,0.132
0.270,0.24,0.326
0.320,0.30,0.289
0.310,0.10,0.389
0.410,0.17,0.333
0.460,0.13,0.334
0.480,0.47,0.184
0.440,0.74,0.080
0.370,0.36,0.247
0.470,0.34,0.243
0.380,0.62,0.131
0.360,0.13,0.359
0.330,0.56,0.162
0.280,0.51,0.192
0.260,0.09,0.416
0.430,0.62,0.129
0.400,0.01,0.420
0.340,0.79,0.069
0.010,0.18,0.546
0.290,0.73,0.093
0.420,0.41,0.213
0.320,0.31,0.278
0.410,0.18,0.329
0.470,0.35,0.239
0.460,0.14,0.330
0.480,0.48,0.177
0.270,0.25,0.324
0.310,0.11,0.376
0.440,0.75,0.078
0.370,0.37,0.241
0.330,0.57,0.157
0.280,0.52,0.183
0.360,0.14,0.358
0.380,0.63,0.130
0.430,0.63,0.125
0.400,0.02,0.419
0.260,0.10,0.399
0.340,0.80,0.065
0.420,0.42,0.211
0.330,0.58,0.152
0.320,0.32,0.276
0.410,0.19,0.332
0.470,0.36,0.226
0.290,0.74,0.090
0.480,0.49,0.173
0.460,0.15,0.330
0.370,0.38,0.238
0.440,0.76,0.074
0.280,0.53,0.182
0.270,0.26,0.323
0.010,0.19,0.539
0.310,0.12,0.374
0.360,0.15,0.357
0.380,0.64,0.130
0.400,0.03,0.412
0.430,0.64,0.124
0.330,0.59,0.151
0.420,0.43,0.209
0.350,0.00,0.438
0.470,0.37,0.224
0.480,0.50,0.172
0.260,0.11,0.390
0.410,0.20,0.326
0.320,0.33,0.274
0.460,0.16,0.326
0.290,0.75,0.085
0.370,0.39,0.236
0.440,0.77,0.070
0.280,0.54,0.176
0.270,0.27,0.320
0.310,0.13,0.374
0.360,0.16,0.355
0.420,0.44,0.205
0.380,0.65,0.119
0.330,0.60,0.144
0.400,0.04,0.398
0.430,0.65,0.124
0.470,0.38,0.222
0.010,0.20,0.531
0.480,0.51,0.165
0.350,0.01,0.435
0.410,0.21,0.310
0.320,0.34,0.270
0.260,0.12,0.388
0.370,0.40,0.231
0.280,0.55,0.172
0.460,0.17,0.327
0.290,0.76,0.082
0.440,0.78,0.066
0.420,0.45,0.199
0.310,0.14,0.371
0.360,0.17,0.346
0.270,0.28,0.309
0.330,0.61,0.140
0.380,0.66,0.113
0.430,0.66,0.113
0.470,0.39,0.218
0.480,0.52,0.162
0.400,0.05,0.402
0.350,0.02,0.434
0.370,0.41,0.219
0.280,0.56,0.164
0.410,0.22,0.308
0.460,0.18,0.320
0.320,0.35,0.262
0.420,0.46,0.194
0.260,0.13,0.385
0.010,0.21,0.525
0.290,0.77,0.078
0.470,0.40,0.218
0.440,0.79,0.063
0.360,0.18,0.342
0.310,0.15,0.370
0.270,0.29,0.299
0.480,0.53,0.159
0.430,0.67,0.108
0.400,0.06,0.385
0.280,0.57,0.160
0.380,0.67,0.110
0.330,0.62,0.137
0.370,0.42,0.216
0.350,0.03,0.430
0.460,0.19,0.317
0.320,0.36,0.258
0.490,0.48,0.176
0.420,0.47,0.193
0.410,0.23,0.297
0.470,0.41,0.209
0.440,0.80,0.060
0.260,0.14,0.384
0.310,0.16,0.367
0.290,0.78,0.075
0.480,0.54,0.153
0.360,0.19,0.333
0.280,0.58,0.156
0.270,0.30,0.293
0.320,0.37,0.250
0.350,0.04,0.414
0.370,0.43,0.216
0.400,0.07,0.388
0.380,0.68,0.107
0.490,0.49,0.171
0.430,0.68,0.104
0.420,0.48,0.184
0.470,0.42,0.204
0.460,0.20,0.314
0.330,0.63,0.136
0.410,0.24,0.294
0.480,0.55,0.149
0.260,0.15,0.383
0.450,0.00,0.405
0.280,0.59,0.154
0.360,0.20,0.333
0.290,0.79,0.071
0.310,0.17,0.366
0.370,0.44,0.214
0.270,0.31,0.286
0.320,0.38,0.246
0.350,0.05,0.412
0.490,0.50,0.167
0.400,0.08,0.382
0.470,0.43,0.203
0.380,0.69,0.102
0.420,0.49,0.181
0.430,0.69,0.100
0.460,0.21,0.304
0.480,0.56,0.145
0.330,0.64,0.135
0.280,0.60,0.148
0.410,0.25,0.291
0.450,0.01,0.404
0.360,0.21,0.324
0.400,0.09,0.371
0.260,0.16,0.381
0.320,0.39,0.244
0.290,0.80,0.067
0.370,0.45,0.210
0.310,0.18,0.347
0.490,0.51,0.166
0.270,0.32,0.285
0.470,0.44,0.199
0.420,0.50,0.178
0.350,0.06,0.405
0.380,0.70,0.099
0.480,0.57,0.143
0.460,0.22,0.287
0.430,0.70,0.096
0.410,0.26,0.289
0.330,0.65,0.124
0.360,0.22,0.315
0.400,0.10,0.368
0.450,0.02,0.401
0.370,0.46,0.200
0.280,0.61,0.144
0.260,0.17,0.379
0.320,0.40,0.238
0.490,0.52,0.158
0.470,0.45,0.188
0.420,0.51,0.170
0.310,0.19,0.348
0.300,0.00,0.455
0.480,0.58,0.136
0.270,0.33,0.285
0.460,0.23,0.285
0.350,0.07,0.401
0.380,0.71,0.096
0.410,0.27,0.285
0.430,0.71,0.093
0.360,0.23,0.308
0.400,0.11,0.352
0.330,0.66,0.122
0.450,0.03,0.394
0.490,0.53,0.156
0.280,0.62,0.142
0.370,0.47,0.196
0.470,0.46,0.188
0.260,0.18,0.376
0.320,0.41,0.235
0.420,0.52,0.171
0.480,0.59,0.133
0.310,0.20,0.340
0.460,0.24,0.284
0.300,0.01,0.453
0.380,0.72,0.093
0.410,0.28,0.285
0.350,0.08,0.393
0.330,0.67,0.114
0.270,0.34,0.277
0.400,0.12,0.351
0.430,0.72,0.088
0.370,0.48,0.196
0.360,0.24,0.307
0.470,0.47,0.185
0.450,0.04,0.388
0.490,0.54,0.156
0.420,0.53,0.162
0.480,0.60,0.131
0.320,0.42,0.225
0.280,0.63,0.141
0.260,0.19,0.374
0.460,0.25,0.282
0.310,0.21,0.339
0.410,0.29,0.279
0.380,0.73,0.088
0.350,0.09,0.383
0.470,0.48,0.177
0.300,0.02,0.452
0.270,0.35,0.272
0.430,0.73,0.086
0.400,0.13,0.349
0.330,0.68,0.110
0.480,0.61,0.127
0.370,0.49,0.185
0.490,0.55,0.150
0.450,0.05,0.383
0.420,0.54,0.159
0.360,0.25,0.302
0.320,0.43,0.220
0.460,0.26,0.283
0.280,0.64,0.141
0.410,0.30,0.273
0.260,0.20,0.355
0.310,0.22,0.328
0.470,0.49,0.174
0.380,0.74,0.085
0.300,0.03,0.449
0.400,0.14,0.348
0.430,0.74,0.081
0.480,0.62,0.123
0.350,0.10,0.386
0.270,0.36,0.268
0.370,0.50,0.186
0.420,0.55,0.156
0.490,0.56,0.147
0.330,0.69,0.108
0.460,0.27,0.277
0.450,0.06,0.384
0.360,0.26,0.297
0.320,0.44,0.222
0.470,0.50,0.170
0.410,0.31,0.259
0.280,0.65,0.126
0.260,0.21,0.347
0.310,0.23,0.319
0.380,0.75,0.081
0.480,0.63,0.120
0.350,0.11,0.365
0.400,0.15,0.347
0.420,0.56,0.154
0.300,0.04,0.444
0.490,0.57,0.140
0.430,0.75,0.078
0.370,0.51,0.179
0.460,0.28,0.270
0.270,0.37,0.256
0.470,0.51,0.171
0.320,0.45,0.208
0.360,0.27,0.292
0.330,0.70,0.104
0.450,0.07,0.364
0.280,0.66,0.124
0.410,0.32,0.260
0.260,0.22,0.347
0.480,0.64,0.120
0.420,0.57,0.148
0.380,0.76,0.078
0.310,0.24,0.318
0.400,0.16,0.339
0.350,0.12,0.364
0.370,0.52,0.174
0.490,0.58,0.137
0.300,0.05,0.441
0.460,0.29,0.265
0.470,0.52,0.163
0.270,0.38,0.255
0.320,0.46,0.207
0.360,0.28,0.288
0.430,0.76,0.074
0.450,0.08,0.362
0.330,0.71,0.100
0.280,0.67,0.118
0.420,0.58,0.143
0.410,0.33,0.258
0.260,0.23,0.330
0.490,0.59,0.134
0.400,0.17,0.335
0.310,0.25,0.316
0.370,0.53,0.170
0.480,0.65,0.119
0.470,0.53,0.160
0.350,0.13,0.362
0.460,0.30,0.262
0.380,0.77,0.073
0.320,0.47,0.205
0.270,0.39,0.248
0.300,0.06,0.417
0.360,0.29,0.286
0.420,0.59,0.139
0.430,0.77,0.071
0.450,0.09,0.341
0.410,0.34,0.255
0.330,0.72,0.095
0.400,0.18,0.333
0.490,0.60,0.130
0.280,0.68,0.115
0.370,0.54,0.165
0.310,0.26,0.308
0.470,0.54,0.153
0.260,0.24,0.329
0.460,0.31,0.252
0.350,0.14,0.361
0.480,0.66,0.107
0.320,0.48,0.202
0.420,0.60,0.134
0.270,0.40,0.250
0.360,0.30,0.275
0.380,0.78,0.071
0.300,0.07,0.411
0.450,0.10,0.341
0.410,0.35,0.248
0.490,0.61,0.124
0.430,0.78,0.068
0.400,0.19,0.330
0.370,0.55,0.164
0.470,0.55,0.153
0.330,0.73,0.092
0.460,0.32,0.250
0.310,0.27,0.303
0.280,0.69,0.110
0.350,0.15,0.360
0.260,0.25,0.326
0.420,0.61,0.131
0.320,0.49,0.193
0.480,0.67,0.104
0.270,0.41,0.240
0.490,0.62,0.122
0.360,0.31,0.270
0.410,0.36,0.246
0.450,0.11,0.340
0.380,0.79,0.067
0.370,0.56,0.156
0.470,0.56,0.144
0.400,0.20,0.320
0.430,0.79,0.064
0.300,0.08,0.415
0.460,0.33,0.248
0.420,0.62,0.128
0.310,0.28,0.301
0.330,0.74,0.088
0.350,0.16,0.359
0.320,0.50,0.191
0.490,0.63,0.119
0.260,0.26,0.325
0.280,0.70,0.106
0.360,0.32,0.266
0.270,0.42,0.233
0.410,0.37,0.233
0.370,0.57,0.152
0.480,0.68,0.099
0.450,0.12,0.339
0.470,0.57,0.141
0.380,0.80,0.063
0.400,0.21,0.315
0.460,0.34,0.247
0.420,0.63,0.126
0.430,0.80,0.060
0.300,0.09,0.414
0.490,0.64,0.119
0.310,0.29,0.292
0.330,0.75,0.085
0.360,0.33,0.265
0.350,0.17,0.356
0.320,0.51,0.188
0.260,0.27,0.324
0.470,0.58,0.142
0.410,0.38,0.232
0.450,0.13,0.337
0.270,0.43,0.228
0.280,0.71,0.102
0.370,0.58,0.148
0.400,0.22,0.305
0.480,0.69,0.097
0.390,0.00,0.425
0.460,0.35,0.237
0.420,0.64,0.126
0.440,0.00,0.408
0.470,0.59,0.137
0.300,0.10,0.390
0.310,0.30,0.286
0.350,0.18,0.354
0.490,0.65,0.118
0.360,0.34,0.261
0.320,0.52,0.180
0.330,0.76,0.080
0.410,0.39,0.231
0.260,0.28,0.310
0.370,0.59,0.144
0.450,0.14,0.335
0.270,0.44,0.227
0.460,0.36,0.230
0.280,0.72,0.099
0.480,0.70,0.092
0.390,0.01,0.423
0.470,0.60,0.131
0.400,0.23,0.299
0.420,0.65,0.116
0.440,0.01,0.404
0.300,0.11,0.378
0.350,0.19,0.338
0.320,0.53,0.176
0.370,0.60,0.139
0.490,0.66,0.106
0.410,0.40,0.230
0.310,0.31,0.280
0.360,0.35,0.262
0.260,0.29,0.306
0.470,0.61,0.128
0.450,0.15,0.332
0.330,0.77,0.076
0.270,0.45,0.223
0.390,0.02,0.421
0.480,0.71,0.089
0.460,0.37,0.225
0.400,0.24,0.295
0.370,0.61,0.137
0.280,0.73,0.094
0.440,0.02,0.398
0.300,0.12,0.376
0.420,0.66,0.112
0.350,0.20,0.334
0.320,0.54,0.176
0.410,0.41,0.223
0.360,0.36,0.248
0.310,0.32,0.278
0.490,0.67,0.103
0.260,0.30,0.299
0.470,0.62,0.125
0.460,0.38,0.223
0.370,0.62,0.132
0.400,0.25,0.295
0.450,0.16,0.327
0.390,0.03,0.417
0.270,0.46,0.212
0.330,0.78,0.074
0.480,0.72,0.085
0.320,0.55,0.166
0.420,0.67,0.110
0.440,0.03,0.397
0.300,0.13,0.376
0.280,0.74,0.090
0.350,0.21,0.326
0.410,0.42,0.211
0.360,0.37,0.249
0.490,0.68,0.099
0.310,0.33,0.270
0.460,0.39,0.222
0.470,0.63,0.121
0.260,0.31,0.288
0.370,0.63,0.131
0.400,0.26,0.290
0.450,0.17,0.323
0.330,0.79,0.069
0.270,0.47,0.209
0.320,0.56,0.160
0.390,0.04,0.417
0.480,0.73,0.083
0.420,0.68,0.107
0.410,0.43,0.210
0.300,0.14,0.374
0.440,0.04,0.394
0.460,0.40,0.218
0.350,0.22,0.320
0.490,0.69,0.097
0.280,0.75,0.087
0.310,0.34,0.270
0.360,0.38,0.239
0.260,0.32,0.287
0.400,0.27,0.289
0.450,0.18,0.320
0.370,0.64,0.130
0.470,0.64,0.121
0.330,0.80,0.065
0.320,0.57,0.159
0.270,0.48,0.204
0.410,0.44,0.209
0.420,0.69,0.101
0.480,0.74,0.079
0.460,0.41,0.206
0.390,0.05,0.399
0.350,0.23,0.318
0.400,0.28,0.287
0.440,0.05,0.384
0.490,0.70,0.092
0.300,0.15,0.373
0.310,0.35,0.267
0.360,0.39,0.236
0.450,0.19,0.318
0.280,0.76,0.084
0.260,0.33,0.285
0.370,0.65,0.130
0.320,0.58,0.152
0.470,0.65,0.112
0.410,0.45,0.196
0.270,0.49,0.198
0.340,0.00,0.442
0.420,0.70,0.098
0.460,0.42,0.204
0.350,0.24,0.308
0.480,0.75,0.075
0.390,0.06,0.391
0.400,0.29,0.282
0.440,0.06,0.383
0.360,0.40,0.233
0.300,0.16,0.370
0.490,0.71,0.089
0.310,0.36,0.258
0.280,0.77,0.079
0.450,0.20,0.312
0.260,0.34,0.281
0.370,0.66,0.116
0.410,0.46,0.196
0.320,0.59,0.152
0.470,0.66,0.108
0.350,0.25,0.307
0.270,0.50,0.197
0.460,0.43,0.203
0.420,0.71,0.092
0.340,0.01,0.438
0.400,0.30,0.272
0.390,0.07,0.385
0.360,0.41,0.230
0.480,0.76,0.070
0.410,0.47,0.193
0.440,0.07,0.379
0.310,0.37,0.250
0.300,0.17,0.368
0.490,0.72,0.085
0.260,0.35,0.270
0.450,0.21,0.299
0.320,0.60,0.145
0.280,0.78,0.075
0.350,0.26,0.298
0.370,0.67,0.112
0.460,0.44,0.200
0.400,0.31,0.262
0.470,0.67,0.105
0.270,0.51,0.190
0.420,0.72,0.091
0.340,0.02,0.436
0.390,0.08,0.380
0.360,0.42,0.220
0.440,0.08,0.382
0.310,0.38,0.246
0.410,0.48,0.183
0.480,0.77,0.067
0.300,0.18,0.353
0.260,0.36,0.262
0.490,0.73,0.081
